campaign_name,package_type,package_name,package_version
TeamPCP: Supply Chain Attack,npm,@emilgroup/document-sdk-node,1.43.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/document-sdk-node,1.43.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/document-sdk-node,1.43.3
TeamPCP: Supply Chain Attack,npm,@emilgroup/document-sdk-node,1.43.4
TeamPCP: Supply Chain Attack,npm,@emilgroup/document-sdk-node,1.43.5
TeamPCP: Supply Chain Attack,npm,@emilgroup/document-sdk-node,1.43.6
TeamPCP: Supply Chain Attack,npm,@emilgroup/document-uploader,0.0.10
TeamPCP: Supply Chain Attack,npm,@emilgroup/document-uploader,0.0.11
TeamPCP: Supply Chain Attack,npm,@emilgroup/document-uploader,0.0.12
TeamPCP: Supply Chain Attack,npm,@emilgroup/docxtemplater-util,1.1.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/docxtemplater-util,1.1.3
TeamPCP: Supply Chain Attack,npm,@emilgroup/docxtemplater-util,1.1.4
TeamPCP: Supply Chain Attack,npm,@emilgroup/gdv-sdk,2.6.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/gdv-sdk,2.6.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/gdv-sdk-node,2.6.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/gdv-sdk-node,2.6.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/gdv-sdk-node,2.6.3
TeamPCP: Supply Chain Attack,npm,@emilgroup/insurance-sdk,1.97.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/insurance-sdk,1.97.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/insurance-sdk,1.97.3
TeamPCP: Supply Chain Attack,npm,@emilgroup/insurance-sdk,1.97.4
TeamPCP: Supply Chain Attack,npm,@emilgroup/insurance-sdk,1.97.5
TeamPCP: Supply Chain Attack,npm,@emilgroup/insurance-sdk,1.97.6
TeamPCP: Supply Chain Attack,npm,@emilgroup/insurance-sdk-node,1.95.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/insurance-sdk-node,1.95.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/notification-sdk-node,1.4.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/notification-sdk-node,1.4.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/numbergenerator-sdk-node,1.3.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/numbergenerator-sdk-node,1.3.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/numbergenerator-sdk-node,1.3.3
TeamPCP: Supply Chain Attack,npm,@emilgroup/partner-portal-sdk,1.1.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/partner-portal-sdk,1.1.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/partner-portal-sdk,1.1.3
TeamPCP: Supply Chain Attack,npm,@emilgroup/partner-portal-sdk-node,1.1.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/partner-portal-sdk-node,1.1.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/partner-sdk,1.19.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/partner-sdk,1.19.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/partner-sdk,1.19.3
TeamPCP: Supply Chain Attack,npm,@emilgroup/partner-sdk-node,1.19.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/partner-sdk-node,1.19.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/payment-sdk,1.15.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/payment-sdk,1.15.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/payment-sdk-node,1.23.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/payment-sdk-node,1.23.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/process-manager-sdk,1.4.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/process-manager-sdk,1.4.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/process-manager-sdk-node,1.13.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/process-manager-sdk-node,1.13.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/public-api-sdk,1.33.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/public-api-sdk,1.33.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/public-api-sdk-node,1.35.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/public-api-sdk-node,1.35.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/setting-sdk,0.2.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/setting-sdk,0.2.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/setting-sdk,0.2.3
TeamPCP: Supply Chain Attack,npm,@emilgroup/setting-sdk-node,0.2.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/setting-sdk-node,0.2.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/setting-sdk-node,0.2.3
TeamPCP: Supply Chain Attack,npm,@emilgroup/task-sdk,1.0.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/task-sdk,1.0.3
TeamPCP: Supply Chain Attack,npm,@emilgroup/task-sdk,1.0.4
TeamPCP: Supply Chain Attack,npm,@emilgroup/task-sdk-node,1.0.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/task-sdk-node,1.0.3
TeamPCP: Supply Chain Attack,npm,@emilgroup/task-sdk-node,1.0.4
TeamPCP: Supply Chain Attack,npm,@emilgroup/tenant-sdk,1.34.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/tenant-sdk,1.34.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/tenant-sdk-node,1.33.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/tenant-sdk-node,1.33.2
TeamPCP: Supply Chain Attack,npm,@emilgroup/translation-sdk-node,1.1.1
TeamPCP: Supply Chain Attack,npm,@emilgroup/translation-sdk-node,1.1.2
TeamPCP: Supply Chain Attack,npm,eslint-config-ppf,0.128.2
TeamPCP: Supply Chain Attack,npm,eslint-config-service-users,0.0.3
TeamPCP: Supply Chain Attack,npm,@fairwords/loopback-connector-es,1.4.3
TeamPCP: Supply Chain Attack,npm,@fairwords/loopback-connector-es,1.4.4
TeamPCP: Supply Chain Attack,npm,@fairwords/websocket,1.0.38
TeamPCP: Supply Chain Attack,npm,@fairwords/websocket,1.0.39
TeamPCP: Supply Chain Attack,npm,jest-preset-ppf,0.0.2
TeamPCP: Supply Chain Attack,npm,@leafnoise/mirage,2.0.3
TeamPCP: Supply Chain Attack,npm,@opengov/form-builder,0.12.3
TeamPCP: Supply Chain Attack,npm,@opengov/form-renderer,0.2.20
TeamPCP: Supply Chain Attack,npm,@opengov/form-utils,0.7.2
TeamPCP: Supply Chain Attack,npm,opengov-k6-core,1.0.2
TeamPCP: Supply Chain Attack,npm,@opengov/ppf-backend-types,1.141.2
TeamPCP: Supply Chain Attack,npm,@opengov/ppf-eslint-config,0.1.11
TeamPCP: Supply Chain Attack,npm,@opengov/qa-record-types-api,1.0.3
TeamPCP: Supply Chain Attack,npm,@openwebconcept/design-tokens,1.0.3
TeamPCP: Supply Chain Attack,npm,@openwebconcept/theme-owc,1.0.3
TeamPCP: Supply Chain Attack,npm,pgserve,1.1.11
TeamPCP: Supply Chain Attack,npm,pgserve,1.1.12
TeamPCP: Supply Chain Attack,npm,pgserve,1.1.13
TeamPCP: Supply Chain Attack,npm,@pypestream/floating-ui-dom,
TeamPCP: Supply Chain Attack,npm,@pypestream/floating-ui-dom,2.15.1
TeamPCP: Supply Chain Attack,npm,react-autolink-text,2.0.1
TeamPCP: Supply Chain Attack,npm,react-leaflet-cluster-layer,0.0.4
TeamPCP: Supply Chain Attack,npm,react-leaflet-heatmap-layer,2.0.1
TeamPCP: Supply Chain Attack,npm,react-leaflet-marker-layer,0.1.5
TeamPCP: Supply Chain Attack,npm,@teale.io/eslint-config,1.8.10
TeamPCP: Supply Chain Attack,npm,@teale.io/eslint-config,1.8.11
TeamPCP: Supply Chain Attack,npm,@teale.io/eslint-config,1.8.12
TeamPCP: Supply Chain Attack,npm,@teale.io/eslint-config,1.8.13
TeamPCP: Supply Chain Attack,npm,@teale.io/eslint-config,1.8.14
TeamPCP: Supply Chain Attack,npm,@teale.io/eslint-config,1.8.15
TeamPCP: Supply Chain Attack,npm,@teale.io/eslint-config,1.8.16
TeamPCP: Supply Chain Attack,npm,@teale.io/eslint-config,1.8.9
TeamPCP: Supply Chain Attack,npm,@virtahealth/substrate-root,1.0.1
TeamPCP: Supply Chain Attack,oci,aquasec/trivy,0.69.4
TeamPCP: Supply Chain Attack,oci,aquasec/trivy,0.69.5
TeamPCP: Supply Chain Attack,oci,aquasec/trivy,0.69.6
TeamPCP: Supply Chain Attack,oci,docker.io/aquasec/trivy,0.69.4
TeamPCP: Supply Chain Attack,oci,docker.io/aquasec/trivy,0.69.5
TeamPCP: Supply Chain Attack,oci,docker.io/aquasec/trivy,0.69.6
TeamPCP: Supply Chain Attack,oci,ghcr.io/aquasecurity/trivy,0.69.4
TeamPCP: Supply Chain Attack,oci,ghcr.io/aquasecurity/trivy,0.69.5
TeamPCP: Supply Chain Attack,oci,ghcr.io/aquasecurity/trivy,0.69.6
TeamPCP: Supply Chain Attack,oci,public.ecr.aws/aquasecurity/trivy,0.69.4
TeamPCP: Supply Chain Attack,oci,public.ecr.aws/aquasecurity/trivy,0.69.5
TeamPCP: Supply Chain Attack,oci,public.ecr.aws/aquasecurity/trivy,0.69.6
TeamPCP: Supply Chain Attack,pypi,litellm,1.82.7
TeamPCP: Supply Chain Attack,pypi,litellm,1.82.8
TeamPCP: Supply Chain Attack,pypi,telnyx,4.87.1
TeamPCP: Supply Chain Attack,pypi,telnyx,4.87.2
TeamPCP: Supply Chain Attack,vscode-extension,ast-results,2.53.0
TeamPCP: Supply Chain Attack,vscode-extension,cx-dev-assist,1.7.0
UNC1069: Axios compromise,npm,axios,0.30.4
UNC1069: Axios compromise,npm,axios,1.14.1
UNC1069: Axios compromise,npm,mgc,1.2.1
UNC1069: Axios compromise,npm,mgc,1.2.2
UNC1069: Axios compromise,npm,mgc,1.2.3
UNC1069: Axios compromise,npm,mgc,1.2.4
UNC1069: Axios compromise,npm,plain-crypto-js,4.2.0
UNC1069: Axios compromise,npm,plain-crypto-js,4.2.1
UNC1069: Axios compromise,npm,@qqbrowser/openclaw-qbot,0.0.130
UNC1069: Axios compromise,npm,@shadanai/openclaw,2026.3.28-2
UNC1069: Axios compromise,npm,@shadanai/openclaw,2026.3.28-3
UNC1069: Axios compromise,npm,@shadanai/openclaw,2026.3.31-1
UNC1069: Axios compromise,npm,@shadanai/openclaw,2026.3.31-2
